id,neighborhood,property_type,accommodates,bathrooms,bedrooms,price,security_deposit,cleaning_fee,rating,superhost,response_time,minimum_nights,maximum_nights,latitude,longitude
1290893,Union Station,House,3,1.0,1,350,0,50,97.0,0,,3,10,38.89732,-77.00029
1294300,Columbia Heights,Apartment,4,1.0,1,99,150,45,98.0,1,within an hour,2,30,38.93246,-77.04259
1294389,Brightwood Park,Apartment,4,1.0,1,135,0,0,93.0,0,within an hour,2,1125,38.93771,-77.02871999999998
1301928,Dupont Circle,Apartment,3,1.0,1,120,0,70,88.0,0,within an hour,3,712,38.91726,-77.03996
1311846,Woodridge,Townhouse,2,1.0,1,69,1000,50,100.0,0,,1,2000,38.92691,-76.95803000000002
1369186,Georgetown,Townhouse,6,3.5,3,250,0,0,100.0,0,,29,150,38.90921,-77.06491
1396350,Edgewood,House,4,1.0,2,100,125,65,98.0,1,within an hour,2,1125,38.91727,-77.0113
1396950,Kalorama Heights,Apartment,2,1.0,1,92,0,130,98.0,0,within an hour,2,1125,38.91233,-77.04941
1403549,Downtown,Apartment,2,1.0,1,150,0,0,85.0,0,,1,1125,38.90099,-77.01943
1407284,Columbia Heights,Townhouse,2,1.0,1,45,0,75,87.0,0,within a day,3,180,38.92519,-77.02925
1416138,Shaw,Townhouse,2,1.0,1,90,0,50,94.0,0,within a few hours,3,1125,38.91362,-77.02271999999998
1421143,Georgetown,Apartment,2,1.0,1,150,0,0,,0,,3,7,38.90858,-77.06249
1425347,Georgetown,Guesthouse,5,2.0,2,275,150,50,96.0,0,,1,26,38.9063,-77.06884000000002
1433344,Capitol Hill,Townhouse,8,3.0,3,395,0,175,96.0,1,within an hour,2,1125,38.88053,-76.9954
1446230,Columbia Heights,Apartment,2,1.0,0,76,250,200,94.0,0,within an hour,7,900,38.92761,-77.03765
1449453,Union Station,Guest suite,2,1.0,1,66,100,10,85.0,0,within an hour,2,1125,38.89614,-76.9754
1484387,Columbia Heights,House,2,1.0,1,120,250,60,94.0,0,,20,90,38.93105,-77.0257
1488282,Columbia Heights,Apartment,8,1.0,2,85,300,60,94.0,1,within an hour,1,30,38.93384,-77.02781999999998
1496484,Cleveland Park,House,4,2.5,3,850,0,250,,0,,2,3,38.93063,-77.05713
1498731,Downtown,Apartment,6,1.0,1,225,0,100,89.0,0,within an hour,3,100000,38.90475,-77.02633
1519460,Downtown,Apartment,6,1.0,0,225,0,120,92.0,0,within an hour,3,999,38.90434000000001,-77.02615
1521130,Columbia Heights,House,4,1.0,1,95,150,65,94.0,0,within an hour,3,1125,38.93143,-77.02286
1528509,Columbia Heights,Townhouse,5,2.5,3,499,250,175,100.0,0,within a few hours,2,14,38.9338,-77.0273
1529367,Downtown,Apartment,6,1.5,2,350,0,150,91.0,0,within an hour,3,999,38.90474,-77.02741
1534470,Downtown,Condominium,15,3.0,5,575,0,250,95.0,0,within an hour,3,999,38.90421,-77.02733
1535272,Downtown,Apartment,5,1.0,1,195,0,125,89.0,0,within an hour,3,999,38.90462,-77.02704
1537822,Columbia Heights,Apartment,4,1.0,1,89,500,65,97.0,1,within an hour,2,14,38.93362,-77.02555
1542571,Woodridge,Townhouse,2,1.0,1,69,1000,50,100.0,0,,1,1125,38.92904,-76.95944
1546656,Brightwood Park,Apartment,2,1.0,0,100,200,100,99.0,0,,3,1125,38.9383,-77.03171
1550495,Kalorama Heights,Condominium,6,2.5,2,450,0,175,96.0,0,within an hour,3,1125,38.91373,-77.04713000000002
1555704,Capitol Hill,House,6,1.0,2,500,500,75,95.0,0,,2,14,38.88177,-77.00116
1560972,Columbia Heights,House,6,2.5,3,1200,100,0,,0,,2,4,38.92943,-77.02364
1561287,Kalorama Heights,Apartment,1,1.0,1,89,450,35,96.0,0,within a day,1,1125,38.92328,-77.04052
1569823,Friendship Heights,House,2,1.5,1,90,0,10,98.0,1,within an hour,2,14,38.95706,-77.08675
1570233,Capitol Hill,Townhouse,8,1.5,3,495,0,200,95.0,0,within an hour,3,999,38.89074,-77.00164000000002
1571112,Dupont Circle,Apartment,2,1.0,1,145,250,65,99.0,1,within an hour,4,1125,38.9147,-77.0402
1573399,Capitol Hill,Apartment,6,1.0,2,175,0,150,90.0,0,within an hour,3,999,38.88728,-76.98906
1573965,Capitol Hill,Townhouse,6,2.5,2,250,0,175,92.0,0,within an hour,3,999,38.88776,-76.99031
1576762,Shaw,House,16,6.0,8,1200,0,450,92.0,0,within an hour,3,1125,38.91366,-77.03435999999998
1578240,Kalorama Heights,Apartment,5,1.0,1,275,0,150,92.0,0,within an hour,3,1125,38.91301,-77.04844
1582862,Capitol Hill,Guest suite,4,1.0,1,145,500,80,98.0,1,within an hour,3,10,38.88249,-76.99172
1588843,Ivy City,Apartment,2,1.0,1,75,400,60,91.0,0,within a day,4,150,38.90492,-76.98795
1601459,Brightwood Park,House,2,1.5,1,40,0,15,95.0,0,,1,1125,38.94012,-77.03388000000002
1613892,Union Station,Apartment,4,1.0,1,129,0,60,96.0,1,within an hour,1,1125,38.89327,-76.99019
1619805,Friendship Heights,House,2,,1,75,0,0,99.0,1,within an hour,1,90,38.96094,-77.08445999999998
1628328,Shaw,Apartment,4,1.0,1,115,0,65,98.0,1,within an hour,2,365,38.91181,-77.01764
1640759,Union Station,Apartment,5,2.0,2,1000,225,0,100.0,0,,4,30,38.90623,-77.00353
1641184,Kalorama Heights,Apartment,1,1.0,1,89,400,75,98.0,1,within a day,3,365,38.91983,-77.0393
1663504,Shaw,Townhouse,4,2.0,2,222,0,60,97.0,0,within an hour,4,90,38.90602,-77.01825
1667080,Union Station,Guest suite,2,1.0,0,95,200,50,98.0,1,within an hour,2,100,38.90597,-77.00021
1673359,Columbia Heights,Condominium,2,1.0,1,100,0,65,93.0,0,within an hour,2,1125,38.92305,-77.03025
1683606,Kalorama Heights,Apartment,4,2.5,2,280,0,0,,1,within an hour,3,1125,38.91633,-77.04315
1688139,Kalorama Heights,Apartment,2,1.0,0,80,0,50,86.0,0,within a day,7,1125,38.9205,-77.04705
1692215,Dupont Circle,Apartment,6,2.0,2,120,250,150,93.0,0,within a few hours,10,1125,38.91743,-77.03763000000002
1692224,Union Station,Townhouse,2,1.0,1,86,0,0,96.0,0,within an hour,1,30,38.89603,-76.9714
1718584,Edgewood,Townhouse,6,2.5,3,450,500,175,90.0,0,within an hour,3,1125,38.91371,-77.01435
1724994,Capitol Hill,Apartment,3,1.0,1,115,0,40,,0,,1,365,38.88089,-76.99661
1725435,Twining,Townhouse,16,2.0,1,14,0,0,83.0,0,within a day,1,14,38.87622,-76.96375
1749432,Columbia Heights,Condominium,2,1.0,1,100,0,35,99.0,0,within an hour,4,65,38.92562,-77.03453
1761677,Columbia Heights,Townhouse,8,1.5,4,325,0,120,99.0,0,within a few hours,3,1125,38.92914,-77.04176
1789722,Columbia Heights,Apartment,6,1.0,1,99,500,65,98.0,1,within an hour,2,1125,38.93115,-77.03846
1804790,Capitol Hill,Apartment,3,1.0,1,150,0,0,92.0,0,within a day,1,1125,38.88888,-76.99376
1806338,Capitol Hill,House,1,1.0,1,85,0,0,97.0,1,within an hour,4,365,38.8894,-76.98665
1815502,Columbia Heights,Apartment,5,2.0,2,229,300,200,90.0,0,within an hour,5,21,38.9285,-77.03671
1817907,Capitol Hill,Apartment,8,1.0,2,284,500,100,92.0,0,,1,2147483647,38.88953,-77.00101
1818214,Capitol Hill,Apartment,5,1.0,1,197,500,100,93.0,0,,1,1125,38.88873,-77.00246
1821276,Douglas,Townhouse,3,1.5,1,49,100,20,95.0,0,within an hour,2,180,38.8418,-76.97695999999998
1822257,Shaw,House,4,1.0,2,220,0,50,99.0,0,,7,1125,38.91286,-77.02218
1824864,Union Station,Townhouse,3,1.0,2,115,500,75,97.0,1,within a few hours,2,365,38.89563,-76.99516
1826731,Capitol Hill,Townhouse,9,3.5,3,140,0,100,100.0,0,,2,1125,38.88397,-76.98605
1835541,Dupont Circle,Condominium,2,1.0,1,125,0,30,90.0,1,,2,7,38.91464000000001,-77.04129
1838623,Lamont Riggs,Townhouse,2,1.0,1,25,600,0,100.0,1,within a few hours,30,1125,38.96885,-77.00968
1841041,Howard University,Apartment,3,1.0,0,85,0,40,93.0,0,,2,1125,38.91559,-77.03305
1841397,Lamont Riggs,House,2,1.0,1,30,700,0,98.0,1,within a few hours,30,1125,38.96971,-77.00793
1855756,Shaw,Apartment,2,1.0,1,90,0,0,97.0,1,within an hour,2,8,38.90726,-77.0338
1860120,Brightwood Park,Guest suite,2,1.0,0,85,200,50,99.0,1,within a day,2,7,38.94422,-77.01586999999998
1864715,Downtown,Other,3,1.0,1,215,0,100,98.0,0,within a few hours,3,1125,38.89988,-77.03341
1867513,Downtown,Other,5,2.0,2,272,0,100,95.0,0,within a few hours,3,1125,38.89988,-77.03341
1875603,Douglas,Townhouse,4,1.5,1,54,100,20,94.0,0,within an hour,2,180,38.84223,-76.97641999999998
1875762,Brookland,Apartment,8,1.0,1,100,0,175,89.0,0,within a day,3,28,38.92318,-76.99356
1876163,Columbia Heights,Apartment,1,1.0,1,60,200,40,99.0,0,within a few hours,4,32,38.9298,-77.02745
1878529,Dupont Circle,Apartment,4,1.0,0,155,300,48,99.0,1,within a few hours,1,30,38.91554,-77.04218
1880860,Capitol Hill,House,1,1.0,1,60,100,100,87.0,1,within a day,2,180,38.88417000000001,-76.98113000000002
1883590,Shaw,Apartment,3,1.0,1,117,0,20,93.0,0,within an hour,15,1125,38.90643,-77.02501
1896951,Colonial Village,House,4,1.0,2,90,0,10,97.0,1,within an hour,2,1125,38.98979,-77.04603
1901631,Union Station,Guest suite,4,1.0,2,128,500,95,98.0,1,within an hour,1,1125,38.90159,-76.99919
1905924,Brightwood Park,Apartment,3,1.0,0,100,0,30,,0,,2,1125,38.947,-77.02415
1917762,Columbia Heights,House,2,1.0,1,50,0,0,,0,,1,1125,38.93442,-77.02683
1936134,Friendship Heights,Apartment,3,1.0,1,124,0,95,98.0,1,within an hour,3,30,38.95243,-77.07164
1936620,Kalorama Heights,Apartment,2,1.0,1,96,95,0,98.0,0,,1,1125,38.91974,-77.048
1936730,Edgewood,Apartment,4,1.0,1,99,0,0,94.0,0,,2,19,38.91863,-77.01352
1939655,Ivy City,Guest suite,6,1.0,0,99,300,50,92.0,1,within an hour,1,14,38.90386,-76.98219
1944504,Kalorama Heights,Apartment,3,1.0,2,135,0,200,,0,within a few hours,180,365,38.91896,-77.04659000000002
1966985,Dupont Circle,Apartment,2,1.0,0,75,0,0,93.0,0,,3,30,38.9118,-77.03820999999998
1978626,Takoma,Apartment,2,1.0,1,79,0,50,99.0,1,within an hour,3,365,38.97947,-77.02299000000002
1997483,Capitol Hill,Apartment,4,1.0,2,195,0,125,96.0,1,within an hour,2,500,38.88946,-77.00131
2025201,Capitol Hill,House,6,2.0,3,200,100,0,100.0,0,,3,1125,38.88622,-76.97876
2032214,Kalorama Heights,Apartment,2,1.0,0,109,200,99,94.0,1,within an hour,2,365,38.9196,-77.04135
2033421,Brookland,Townhouse,2,1.0,1,60,0,200,94.0,1,within an hour,90,1100,38.91887,-76.98391
2050565,Edgewood,House,6,2.5,3,199,500,100,100.0,0,,2,1125,38.9242,-77.00865999999998
2053406,Kalorama Heights,Apartment,1,1.0,1,85,200,50,100.0,1,within a day,3,3,38.92061,-77.03966
2060129,Capitol Hill,Townhouse,4,1.0,1,185,0,110,96.0,1,within an hour,30,500,38.89068,-77.00155
2067784,Edgewood,House,7,2.5,3,175,0,100,,0,,2,1125,38.91491,-77.01377
2070286,Hawthorne,House,10,5.5,5,2159,0,0,,0,a few days or more,3,5,38.96322,-77.07777
2089771,Dupont Circle,Apartment,4,1.0,0,149,500,99,85.0,0,within a day,3,1125,38.90825,-77.04781
2091153,Edgewood,Guesthouse,2,1.0,1,75,0,25,92.0,0,within an hour,2,7,38.9188,-77.00994
2097166,Spring Valley,Townhouse,6,2.5,3,260,200,130,94.0,1,within an hour,3,60,38.90632,-77.08163
2098615,Union Station,Townhouse,2,1.5,1,94,0,99,97.0,1,within an hour,2,1124,38.9042,-77.00228
2104840,Shaw,Apartment,2,2.0,2,375,0,0,,0,,1,4,38.90994,-77.03248
2111965,Takoma,House,1,1.0,1,60,0,35,97.0,1,within a few hours,1,1125,38.96836,-77.02516999999997
2126455,Friendship Heights,House,4,2.5,3,300,300,175,100.0,0,within a few hours,4,1125,38.94907,-77.10024
2126878,Hawthorne,House,2,1.0,1,80,0,100,95.0,1,within a day,5,90,38.97723,-77.05835
2137730,Union Station,House,2,1.0,1,85,0,0,95.0,0,within a day,7,180,38.89957,-76.99736999999998
2141766,Edgewood,House,2,1.0,0,88,250,35,94.0,1,within an hour,2,21,38.92317,-77.00073
2142150,Dupont Circle,Condominium,4,1.0,1,199,250,100,98.0,0,within a day,60,1000,38.91016,-77.04186
2145532,Brookland,House,4,1.0,1,95,0,40,96.0,1,within a few hours,4,1125,38.92656,-76.96906
2150015,Spring Valley,Apartment,3,1.0,1,165,0,25,92.0,0,,1,1125,38.91757,-77.09683000000003
2153587,Columbia Heights,Apartment,6,1.0,2,137,100,95,93.0,0,within an hour,2,28,38.93131,-77.02674
2154323,Columbia Heights,Townhouse,2,2.5,1,65,0,0,100.0,0,,20,31,38.93046,-77.02788000000002
2162330,Dupont Circle,Condominium,8,2.0,2,169,250,75,98.0,1,within an hour,1,27,38.90733,-77.0353
2187594,Brightwood Park,Guest suite,4,1.0,1,85,0,75,100.0,1,within an hour,7,365,38.95356,-77.03007
2198232,Brightwood Park,House,2,1.0,1,55,0,0,96.0,0,within an hour,2,7,38.94565,-77.01818
2201654,Columbia Heights,Apartment,4,1.0,0,94,100,30,97.0,1,within an hour,1,30,38.93049,-77.04279
2241084,Georgetown,Townhouse,4,1.5,2,180,500,100,98.0,1,within an hour,2,30,38.91031,-77.05335
2241400,Shaw,Guest suite,2,1.0,0,105,500,0,97.0,1,within a few hours,10,120,38.91124,-77.02883
2247557,Capitol Hill,Bed and breakfast,4,2.5,1,175,0,0,97.0,0,within a day,2,14,38.88797,-76.98998
2257433,Columbia Heights,Apartment,2,1.5,1,149,295,205,91.0,0,within an hour,3,374,38.92575,-77.03426999999998
2257488,Columbia Heights,Apartment,5,2.0,2,249,155,205,88.0,0,within an hour,2,730,38.92533,-77.03463
2259215,Columbia Heights,Apartment,6,2.0,2,196,290,210,88.0,0,within an hour,2,1124,38.92615,-77.03428000000002
2263350,Dupont Circle,Apartment,4,1.0,1,139,0,85,93.0,0,within an hour,2,365,38.90873,-77.04414
2268821,Shaw,Apartment,2,1.0,0,65,100,0,94.0,1,within a few hours,3,30,38.90625,-77.01574000000002
2271727,Shaw,Condominium,2,1.0,1,99,100,75,95.0,0,within an hour,3,30,38.90621,-77.01626
2277178,Union Station,House,4,1.5,2,275,0,0,,0,,2,1125,38.89303,-76.9776
2277705,Capitol Hill,Apartment,4,1.0,1,145,200,60,97.0,1,within an hour,2,60,38.88928,-76.98704000000002
2278544,Edgewood,Guest suite,4,1.0,1,99,150,75,93.0,1,within an hour,1,40,38.91147,-77.00777
2278965,Southwest Employment Area,Condominium,1,1.0,1,75,0,0,98.0,1,within a few hours,1,1125,38.88079000000001,-77.01858
2285431,Spring Valley,Guest suite,2,1.5,1,100,100,100,95.0,0,,2,30,38.91097,-77.087
2289912,Brightwood Park,Apartment,4,1.0,1,96,150,35,94.0,0,within an hour,2,13,38.94177,-77.02337
2295809,Dupont Circle,Condominium,2,1.0,1,100,0,80,97.0,0,,2,1125,38.91072,-77.03995
2302031,Shaw,Townhouse,2,1.0,1,70,0,30,97.0,1,within a few hours,2,7,38.91389,-77.01971999999998
2308259,Georgetown,Apartment,4,1.0,2,140,500,0,95.0,0,within a day,3,365,38.9054,-77.06684
2308761,Southwest Employment Area,Apartment,4,1.0,1,160,300,80,94.0,0,within an hour,2,30,38.87995,-77.01926
2318183,Columbia Heights,Apartment,2,1.0,1,55,200,52,97.0,0,within a few hours,2,14,38.93287,-77.031
2335681,West End,Apartment,2,1.0,1,150,0,60,100.0,0,,10,1125,38.90683,-77.04895
2340172,Twining,Apartment,7,1.0,2,160,0,65,100.0,1,within an hour,2,1125,38.86968,-76.97227
2343987,Union Station,House,2,1.5,1,50,0,20,95.0,0,within an hour,2,28,38.89716,-76.99667
2346018,West End,Apartment,2,1.0,0,150,0,50,92.0,1,within an hour,2,365,38.90244000000001,-77.0502
2350674,Shaw,Apartment,3,1.0,1,85,0,20,85.0,0,within a day,20,1125,38.90842,-77.02793
2351587,West End,Apartment,6,1.0,1,65,0,90,96.0,1,within an hour,1,600,38.90308,-77.05063
2361802,Capitol Hill,Apartment,4,1.0,1,175,0,75,97.0,1,within an hour,3,365,38.88494,-77.00796
2365726,Edgewood,House,1,1.5,1,62,0,39,98.0,1,within an hour,2,45,38.91757,-77.0011
2367820,Capitol Hill,Townhouse,4,1.0,0,160,250,60,99.0,1,within an hour,1,180,38.88382,-76.99984
2371799,Downtown,Other,5,2.0,2,272,0,100,96.0,0,within a few hours,3,1125,38.89988,-77.03341
2373127,Georgetown,Apartment,2,1.0,1,180,100,50,100.0,0,,1,1125,38.90641,-77.06255
2380536,Capitol Hill,Apartment,2,1.0,1,130,0,50,98.0,1,within a few hours,3,1125,38.8819,-76.99349000000002
2384268,Union Station,House,2,1.0,1,55,0,25,100.0,0,,1,1125,38.90451,-76.99476999999997
2399406,Union Station,Apartment,2,1.0,0,83,0,65,98.0,1,within a few hours,3,27,38.89911,-76.9918
2432627,Dupont Circle,Condominium,2,1.0,0,90,150,49,96.0,1,,1,30,38.91707,-77.03511999999998
2439661,Kalorama Heights,Apartment,2,1.0,1,105,0,0,87.0,0,,4,10,38.92175,-77.04424
2452967,Howard University,House,5,1.5,2,319,1000,125,98.0,0,within a day,2,7,38.92015,-77.02895
2458869,Edgewood,Guest suite,1,1.0,1,109,200,130,94.0,0,within an hour,5,1125,38.91459,-77.01236
2459792,Dupont Circle,Apartment,4,1.0,1,55,0,85,95.0,1,within an hour,1,450,38.91208,-77.03772
2466942,Colonial Village,House,4,2.0,3,120,0,20,99.0,1,within a few hours,3,365,38.98717,-77.03565
2467457,Shaw,Condominium,2,1.0,1,100,0,0,99.0,1,within a few hours,4,45,38.91173,-77.03376999999998
2468252,Columbia Heights,Apartment,3,1.0,0,100,200,100,95.0,0,within a day,3,1125,38.92207,-77.0298
2476761,Capitol Hill,Apartment,4,1.0,0,175,0,110,99.0,1,within an hour,30,1000,38.89013,-77.00026
2477325,Downtown,Townhouse,3,1.5,1,55,200,20,89.0,0,within an hour,1,1125,38.90495,-77.01366999999998
2477330,Downtown,Townhouse,2,1.5,1,110,0,20,89.0,0,within an hour,1,1125,38.90417,-77.01281
2479145,Friendship Heights,Apartment,2,1.0,1,39,100,100,80.0,0,within a day,2,1125,38.94989,-77.09263
2481127,Columbia Heights,Guest suite,1,1.0,1,80,0,0,98.0,1,within a day,3,10,38.93521,-77.02852
2481335,Edgewood,House,3,2.0,3,175,100,100,80.0,0,,365,365,38.91447,-77.00749
2481836,Cathedral Heights,Townhouse,1,1.0,1,59,0,25,99.0,1,within an hour,2,7,38.91974,-77.07734
2494325,Dupont Circle,Apartment,3,1.0,1,80,0,50,93.0,0,,2,1125,38.91369,-77.04458000000002
2494782,Columbia Heights,House,4,2.5,3,150,200,70,100.0,0,,4,1125,38.93191,-77.02684
2495363,Dupont Circle,Apartment,2,1.0,1,75,0,0,,0,,1,1125,38.91429,-77.03929000000002
2500661,Columbia Heights,Apartment,2,1.0,1,65,95,0,85.0,0,,2,1125,38.93345,-77.03303000000002
2501531,Cleveland Park,Bed and breakfast,2,1.0,1,200,0,0,100.0,0,,2,7,38.92609,-77.05315
2503630,West End,Apartment,2,1.0,1,85,100,0,100.0,0,,1,3,38.90657,-77.0505
2514466,Columbia Heights,Apartment,2,1.0,1,90,0,20,95.0,0,,2,1125,38.92943,-77.03784
2516656,Shaw,House,6,2.5,3,497,1000,140,99.0,1,within an hour,3,1125,38.91269000000001,-77.03045
2517969,Douglas,Townhouse,6,1.5,1,44,100,20,96.0,0,within an hour,2,180,38.84345,-76.97697
2523708,Douglas,Townhouse,5,2.5,1,99,100,20,97.0,0,within an hour,2,180,38.84222000000001,-76.97879
2524166,Brookland,Apartment,4,1.0,1,80,200,25,96.0,0,within an hour,2,1125,38.93243,-76.98418000000002
2526061,Fairfax Village,House,1,1.0,1,39,0,0,95.0,0,within a day,2,1125,38.86232,-76.96173
2526067,Fairfax Village,House,1,1.0,1,35,0,50,90.0,0,within an hour,3,1125,38.86422,-76.96571
2528878,Ivy City,House,1,1.0,1,50,400,50,96.0,1,within an hour,28,120,38.90265,-76.98185
2538828,Columbia Heights,House,2,1.0,1,85,0,30,97.0,1,within a day,1,1125,38.92956,-77.03984
2544519,Union Station,House,2,1.0,1,55,0,0,91.0,0,,3,1125,38.9061,-76.99838000000003
2547672,Takoma,House,1,1.0,1,60,0,35,97.0,1,within a few hours,1,1125,38.96773,-77.02644000000002
2550527,Union Station,House,6,2.5,1,230,1000,80,,0,,3,9,38.89386,-76.98647
2551645,Cathedral Heights,House,4,2.5,2,400,0,0,98.0,0,,1,1125,38.92092,-77.07597
2551952,Kalorama Heights,Apartment,4,2.0,2,275,250,75,99.0,1,within an hour,3,1125,38.92266,-77.04177
2559242,Dupont Circle,Apartment,4,1.0,1,171,500,200,97.0,1,within an hour,1,1125,38.91499,-77.0388
2560391,Brightwood Park,House,2,1.0,1,70,0,0,94.0,0,within an hour,2,31,38.94352,-77.01318
2564704,Columbia Heights,Apartment,2,1.0,1,95,0,30,97.0,0,,2,10,38.93529,-77.02484
2584324,Southwest Employment Area,Townhouse,2,1.0,1,200,125,30,100.0,0,within an hour,3,15,38.87525,-77.01787
2594382,Georgetown,Apartment,1,1.0,1,150,0,0,90.0,0,,1,5,38.90977,-77.05195
2604498,Edgewood,Apartment,1,1.0,1,35,0,15,83.0,0,within an hour,28,365,38.91573,-77.00929000000002
2637385,Capitol Hill,Apartment,6,2.0,2,285,0,50,98.0,1,within an hour,2,1125,38.88498,-77.00534
2648779,Cathedral Heights,Apartment,1,1.0,1,39,0,35,100.0,0,within an hour,5,30,38.91917,-77.08046
2650125,Spring Valley,House,7,4.5,4,400,500,200,99.0,0,within a few hours,4,30,38.93252,-77.08725
2657916,Brightwood Park,Condominium,1,2.0,1,35,0,20,87.0,0,within an hour,4,365,38.93815,-77.02378
2667112,Takoma,Guest suite,1,1.0,1,40,0,0,95.0,0,within a few hours,4,1125,38.96551,-77.02974
2685655,Georgetown,House,6,1.5,2,350,500,100,95.0,0,within a few hours,4,1125,38.91512,-77.07023000000002
2687310,Shaw,Apartment,2,1.0,1,129,0,0,98.0,1,,2,1125,38.90585,-77.01809
2694647,Dupont Circle,Condominium,4,1.0,1,75,0,75,95.0,1,within an hour,1,450,38.9134,-77.04258
2700187,Georgetown,Serviced apartment,7,3.5,3,569,1000,0,94.0,0,within an hour,3,1124,38.90295,-77.05837
2715548,Friendship Heights,House,2,1.0,1,68,150,40,97.0,1,within an hour,1,1125,38.95286,-77.0918
2735710,Georgetown,Serviced apartment,5,2.5,2,350,500,0,95.0,0,within an hour,2,1125,38.90343,-77.0597
2739243,Kalorama Heights,Apartment,6,2.0,2,150,200,0,98.0,0,,1,1125,38.92346,-77.03899
2761388,Dupont Circle,Apartment,2,1.0,1,134,100,49,98.0,1,within an hour,1,1124,38.91412,-77.04137
2776766,Hawthorne,Apartment,5,1.0,2,145,200,0,65.0,0,,3,7,38.95951,-77.07214
2808417,Dupont Circle,Apartment,3,1.0,1,125,1000,150,99.0,0,within an hour,10,1125,38.91816,-77.03716999999997
2818072,Friendship Heights,House,2,1.0,1,75,0,0,100.0,1,within an hour,1,29,38.95932,-77.08389
2833952,Friendship Heights,Guest suite,2,1.0,0,80,0,12,97.0,1,within an hour,1,10,38.95703,-77.08989
2847596,Cathedral Heights,Apartment,2,1.0,1,125,0,0,,0,,2,1125,38.92918,-77.07699000000002
2854656,Columbia Heights,Townhouse,4,2.5,2,350,500,100,100.0,0,,2,8,38.92229,-77.02968
2862964,Georgetown,Guest suite,1,1.0,1,90,150,0,88.0,0,within a day,3,27,38.90764,-77.06246999999998
2864938,Ivy City,House,6,1.0,2,99,0,100,91.0,0,,2,30,38.90401,-76.99045
2874685,Columbia Heights,Apartment,2,1.0,0,99,200,53,87.0,0,within an hour,4,1125,38.93061,-77.04384
2875616,Union Station,House,2,1.0,1,119,100,30,98.0,1,within an hour,2,14,38.90495,-77.00131
2886583,Southwest Employment Area,Townhouse,4,1.0,1,56,500,35,96.0,1,within a few hours,2,1125,38.87389,-77.01013
2897706,Union Station,House,2,1.5,1,99,100,85,97.0,1,within an hour,1,1125,38.89259000000001,-76.99799
2926011,Brightwood Park,House,2,1.0,1,60,0,25,94.0,0,,2,3,38.95939,-77.03786
2932425,Cleveland Park,Apartment,3,1.0,1,120,0,0,100.0,0,,3,14,38.92973,-77.05506
2939650,Edgewood,Apartment,2,1.0,1,40,0,60,93.0,0,,2,1125,38.92039000000001,-77.00055
2943239,Edgewood,Condominium,2,1.5,1,125,250,89,79.0,0,within an hour,1,1125,38.92515,-77.00341
2949648,Shaw,Condominium,4,1.0,1,475,1000,100,100.0,0,,5,1125,38.91142,-77.03301
2950354,Georgetown,Townhouse,1,1.0,1,60,0,10,100.0,1,within a day,60,1125,38.91388,-77.07504
2964999,Dupont Circle,Townhouse,1,2.5,1,70,0,70,94.0,0,within an hour,1,720,38.91435,-77.04064
2966455,Georgetown,Serviced apartment,5,2.5,2,375,500,0,96.0,0,within an hour,2,1125,38.90447,-77.05861999999998
2969041,Takoma,Guest suite,4,1.0,1,80,100,20,96.0,0,,1,10,38.97181,-77.01694
2974412,Edgewood,House,4,1.5,3,155,0,50,89.0,0,,3,1125,38.91863,-77.00287
2984386,Georgetown,House,4,1.5,2,300,1000,0,100.0,0,,12,1125,38.91034000000001,-77.06671
