neighborhood,property_type,accommodates,bathrooms,bedrooms,price,cleaning_fee,rating,superhost,response_time,latitude,longitude
Columbia Heights,House,10,2.5,3,240,99,97.0,Yes,,38.93526,-77.03564
Dupont Circle,Apartment,2,1.0,1,151,220,,No,within an hour,38.9117,-77.03698
Columbia Heights,Apartment,6,1.0,2,304,119,97.0,Yes,within an hour,38.93137,-77.0231
Columbia Heights,Apartment,6,2.0,2,281,119,93.0,Yes,within an hour,38.93027,-77.02263
Columbia Heights,Apartment,4,1.0,1,221,96,95.0,Yes,within an hour,38.93217,-77.02301
Columbia Heights,Apartment,4,1.0,1,212,96,100.0,Yes,within an hour,38.93001,-77.02379
Columbia Heights,Apartment,6,2.0,2,282,119,97.0,Yes,within an hour,38.93067,-77.02224
Columbia Heights,Apartment,6,1.0,2,291,119,95.0,Yes,within an hour,38.93009,-77.02422
Columbia Heights,Apartment,8,2.0,3,429,137,96.0,Yes,within an hour,38.93198,-77.02285
Columbia Heights,Apartment,8,2.0,3,425,137,97.0,Yes,within an hour,38.93014,-77.02445999999998
Dupont Circle,Apartment,12,2.0,2,379,225,90.0,No,within an hour,38.90774,-77.0426
Brightwood Park,Apartment,1,2.0,1,39,15,100.0,No,within an hour,38.93853,-77.02355
Columbia Heights,Apartment,6,1.0,2,282,119,95.0,Yes,within an hour,38.93157,-77.02379
Shaw,Apartment,5,2.0,2,450,150,100.0,Yes,,38.91358,-77.03363
Union Station,Apartment,4,1.0,1,115,75,97.0,Yes,within an hour,38.8981,-76.9863
Capitol Hill,House,1,1.0,1,45,15,100.0,No,within a few hours,38.881,-76.9975
Union Station,Townhouse,2,1.0,0,139,150,,No,within a day,38.89236,-77.00107
Kalorama Heights,Apartment,2,1.0,0,75,54,100.0,Yes,within an hour,38.92502,-77.04172
Capitol Hill,Apartment,6,2.0,2,199,75,86.0,No,within an hour,38.88294000000001,-76.9915
Shaw,Apartment,2,1.0,0,100,75,93.0,No,,38.90761,-77.02773
Kalorama Heights,Condominium,2,1.0,0,125,150,100.0,Yes,within an hour,38.92196,-77.04464
Shaw,Apartment,5,1.0,2,180,100,100.0,Yes,within an hour,38.91296,-77.02376
Capitol Hill,Apartment,2,1.0,0,100,40,98.0,Yes,within an hour,38.8826,-77.00038
Kalorama Heights,Condominium,4,2.5,2,368,200,100.0,No,within an hour,38.91985,-77.04266
Kalorama Heights,Condominium,2,1.0,1,130,100,84.0,No,within an hour,38.91985,-77.04266
Kalorama Heights,Condominium,4,2.0,2,239,150,93.0,No,within an hour,38.91985,-77.04266
Kalorama Heights,Condominium,2,1.0,1,125,100,93.0,No,within an hour,38.91985,-77.04266
Kalorama Heights,Condominium,2,2.0,1,179,120,,No,within an hour,38.91985,-77.04266
Dupont Circle,Condominium,4,1.0,1,199,75,97.0,Yes,within an hour,38.90748,-77.03519
Shaw,Condominium,4,1.0,1,199,50,97.0,Yes,within an hour,38.90864000000001,-77.03013
Capitol Hill,Condominium,2,1.0,1,56,300,,No,within an hour,38.88087,-76.98340999999998
Capitol Hill,Condominium,2,1.0,1,60,300,,No,within an hour,38.88109,-76.98472
Edgewood,House,8,1.5,3,217,90,91.0,Yes,within an hour,38.91737,-77.0057
Capitol Hill,Condominium,8,1.0,3,200,300,,No,within an hour,38.88049,-76.98228
Capitol Hill,Condominium,8,1.0,3,165,300,,No,within an hour,38.88246,-76.99104
Capitol Hill,Condominium,2,1.0,1,46,300,,No,within an hour,38.88032000000001,-76.98434
Capitol Hill,Condominium,2,1.0,1,54,300,,No,within an hour,38.88064,-76.98321999999997
Capitol Hill,Condominium,8,1.0,3,150,300,,No,within an hour,38.8809,-76.98411
Capitol Hill,Condominium,8,1.0,3,175,300,,No,within an hour,38.88283,-76.99127
Capitol Hill,Condominium,2,1.0,1,100,300,60.0,No,within an hour,38.88061,-76.98447
Edgewood,Apartment,6,1.0,2,337,104,,No,within an hour,38.92139,-77.01088
Capitol Hill,Condominium,2,1.0,1,33,200,,No,within an hour,38.87863,-76.98484
Columbia Heights,Townhouse,4,2.0,2,145,80,93.0,No,within an hour,38.92562,-77.02643
Union Station,Townhouse,2,1.0,1,57,50,94.0,Yes,within an hour,38.90004,-76.99189
Brightwood Park,Townhouse,4,1.0,1,78,40,98.0,Yes,,38.95587,-77.02107
Brightwood Park,Apartment,1,2.0,1,39,20,100.0,No,within an hour,38.93701,-77.02358000000002
Kalorama Heights,Apartment,4,1.0,1,92,0,100.0,No,,38.92474,-77.04323000000002
Shaw,House,7,2.5,2,450,250,99.0,Yes,within an hour,38.90969000000001,-77.03191
Capitol Hill,Condominium,2,1.0,1,50,200,,No,within an hour,38.88095,-76.98469
Capitol Hill,Condominium,2,1.0,1,70,300,,No,within an hour,38.8811,-76.98286
Capitol Hill,Condominium,2,1.0,1,50,200,,No,within an hour,38.88075,-76.98283
Union Station,Apartment,4,1.0,1,105,50,95.0,No,within an hour,38.89304,-76.98068
Shaw,Apartment,4,1.0,1,175,75,100.0,Yes,within an hour,38.91042,-77.03151
Capitol Hill,Condominium,8,1.0,3,200,300,,No,within an hour,38.88391,-76.98926
Dupont Circle,Apartment,5,2.0,2,240,125,98.0,Yes,within an hour,38.9153,-77.03663
Kalorama Heights,Apartment,4,1.0,0,135,80,99.0,Yes,within an hour,38.9243,-77.04253
Union Station,House,6,2.0,3,399,125,99.0,Yes,within an hour,38.90265,-77.00262
Capitol Hill,House,8,1.5,2,249,175,99.0,Yes,within an hour,38.89166,-76.98974
Union Station,Townhouse,5,1.0,2,115,100,100.0,Yes,within an hour,38.90153,-76.99233000000002
Dupont Circle,House,1,1.0,1,90,20,,No,,38.91522,-77.03495
Union Station,Condominium,5,1.0,2,165,125,98.0,No,within an hour,38.89546,-76.98813
Columbia Heights,Apartment,1,1.0,1,60,0,,No,,38.92941,-77.03376999999998
Capitol Hill,Condominium,8,1.0,3,250,300,,No,within an hour,38.88257,-76.99105
Capitol Hill,House,2,1.0,1,53,15,20.0,No,within a few hours,38.881,-76.9975
Columbia Heights,Apartment,2,1.5,1,95,0,92.0,No,within a few hours,38.93242,-77.04287
Edgewood,Apartment,2,1.0,1,99,40,95.0,No,,38.92305,-77.00836
Edgewood,House,1,1.0,1,75,39,100.0,Yes,within an hour,38.91877,-77.00281
Union Station,House,2,1.5,1,60,50,96.0,Yes,,38.89752,-76.99935
Edgewood,Condominium,4,1.0,1,140,40,99.0,Yes,within an hour,38.91042,-77.00449
Edgewood,House,6,3.0,3,239,520,,Yes,within an hour,38.90873,-77.01416
Dupont Circle,Apartment,2,1.0,1,172,220,100.0,No,within an hour,38.9117,-77.03698
Dupont Circle,Apartment,3,1.0,0,180,0,100.0,No,,38.90637,-77.04621999999998
Union Station,Condominium,9,2.0,3,200,150,94.0,No,within an hour,38.8961,-76.98742
Edgewood,Apartment,3,1.0,1,85,20,100.0,Yes,within an hour,38.92695,-76.99543
Capitol Hill,Condominium,4,1.0,1,33,200,,No,within an hour,38.88117,-76.98265
Columbia Heights,House,3,1.5,1,270,70,100.0,No,within an hour,38.9305,-77.0397
Columbia Heights,House,3,1.5,1,270,70,100.0,No,within an hour,38.93165,-77.03839
Columbia Heights,House,3,1.5,1,270,70,,No,within an hour,38.93167,-77.04012
Capitol Hill,Condominium,2,1.0,1,50,250,,No,within an hour,38.88364,-76.99112
Union Station,House,11,3.5,4,499,199,99.0,Yes,within an hour,38.89371,-76.9967
Union Station,House,12,3.5,4,399,199,100.0,Yes,within an hour,38.89365,-76.99695
Dupont Circle,Apartment,2,2.5,1,105,75,100.0,No,within an hour,38.911,-77.04456
Brightwood Park,House,2,2.5,1,50,0,100.0,No,,38.94978,-77.02146
Edgewood,Apartment,6,1.0,1,98,45,,No,,38.91194,-77.00355
Columbia Heights,Apartment,1,1.0,1,55,20,94.0,No,within an hour,38.93124,-77.02287
Brightwood Park,Townhouse,2,1.0,1,75,60,87.0,Yes,within a few hours,38.94906,-77.01586
Union Station,Apartment,4,1.0,2,200,0,100.0,No,within a day,38.89521,-77.0029
Dupont Circle,Apartment,2,1.0,1,100,50,88.0,No,,38.91025,-77.04115999999998
Capitol Hill,House,4,2.5,2,257,435,,Yes,within an hour,38.88368,-76.99028
Capitol Hill,House,4,1.0,0,100,30,99.0,Yes,within an hour,38.8826,-76.98261
Edgewood,House,4,1.0,2,120,90,,No,within a few hours,38.90973,-77.01526
Dupont Circle,Apartment,2,1.0,1,152,220,,No,within an hour,38.9117,-77.03698
Union Station,Condominium,6,2.5,3,350,150,96.0,No,within an hour,38.89477,-76.9909
Capitol Hill,Condominium,2,1.0,1,50,300,,No,within an hour,38.88048,-76.98376999999998
Capitol Hill,Condominium,1,1.0,1,40,200,,No,within an hour,38.88227,-76.99122
Capitol Hill,Condominium,2,1.0,1,40,200,,No,within an hour,38.88097,-76.98303
Capitol Hill,Condominium,2,1.0,1,50,200,,No,within an hour,38.8811,-76.98465999999998
Capitol Hill,Condominium,2,1.0,1,30,200,,No,within an hour,38.88117,-76.9847
Dupont Circle,Apartment,2,1.0,0,120,0,,No,,38.91332,-77.03957
Union Station,Condominium,2,1.0,1,90,75,80.0,No,within an hour,38.89504,-76.99739
Columbia Heights,Apartment,4,1.0,2,150,150,76.0,No,within an hour,38.9306,-77.03896999999998
Capitol Hill,Condominium,2,1.0,1,43,200,,No,within an hour,38.88087,-76.98473
Columbia Heights,House,1,1.0,1,50,0,100.0,No,within an hour,38.93074,-77.02996
Capitol Hill,Condominium,1,1.0,1,43,200,,No,within an hour,38.87855,-76.98409000000002
Capitol Hill,Condominium,1,1.0,1,55,250,,No,within an hour,38.88032000000001,-76.98266
Brightwood Park,House,2,1.5,1,80,15,100.0,No,,38.94955,-77.0189
Edgewood,House,6,1.5,3,200,150,96.0,No,within an hour,38.90923,-77.01074
Capitol Hill,House,2,1.0,1,80,10,90.0,No,within an hour,38.88348,-76.97887
Kalorama Heights,Condominium,3,1.0,1,75,15,100.0,No,,38.92048,-77.04233
Columbia Heights,Apartment,2,1.0,0,65,40,96.0,Yes,within an hour,38.9322,-77.02733
Dupont Circle,Apartment,4,1.0,0,117,0,94.0,No,,38.90758,-77.03665
Union Station,Townhouse,10,3.5,4,400,240,100.0,Yes,within an hour,38.90183,-77.00431
Columbia Heights,Townhouse,1,1.0,1,55,0,,No,,38.93442,-77.03028
Capitol Hill,Apartment,4,1.0,1,99,50,100.0,Yes,within an hour,38.88486,-77.00497
Dupont Circle,Apartment,2,1.0,1,200,70,100.0,No,,38.9164,-77.03663
Columbia Heights,Condominium,4,1.0,1,100,70,95.0,Yes,within an hour,38.93224,-77.03185
Brightwood Park,House,5,2.5,3,175,90,80.0,No,a few days or more,38.94824000000001,-77.03357
Edgewood,Apartment,4,1.0,1,132,60,100.0,Yes,,38.91756,-77.01119
Shaw,House,2,1.5,1,104,50,100.0,Yes,within a few hours,38.9058,-77.01911
Brightwood Park,House,6,1.5,2,200,50,,No,,38.95046,-77.01691
Brightwood Park,House,3,1.5,1,100,15,,No,,38.94933,-77.01564
Edgewood,Condominium,2,1.0,1,47,65,96.0,Yes,within an hour,38.92892,-76.99731
Columbia Heights,Condominium,4,1.0,1,175,0,80.0,No,,38.92277,-77.02983
Capitol Hill,Apartment,6,1.0,2,199,75,97.0,No,within an hour,38.88391,-76.99132
Columbia Heights,House,4,2.5,2,350,65,93.0,No,within a few hours,38.93575,-77.0384
Shaw,Apartment,3,1.0,1,111,22,100.0,No,,38.91043,-77.03381999999998
Capitol Hill,Townhouse,4,2.0,2,150,100,,No,,38.88179,-76.98698
Shaw,Condominium,3,1.0,0,136,0,,No,,38.90605,-77.0324
Brightwood Park,Apartment,1,1.0,1,60,0,,No,,38.9591,-77.02941
Columbia Heights,Townhouse,1,1.0,1,55,0,,No,,38.93475,-77.02938
Shaw,Apartment,1,1.0,1,57,0,85.0,No,,38.9067,-77.02936
Brightwood Park,Apartment,4,1.0,1,175,50,97.0,Yes,within a day,38.93975,-77.04019
Edgewood,Townhouse,8,1.5,3,425,140,,Yes,within an hour,38.92096,-77.01073000000002
Dupont Circle,Apartment,2,1.0,1,92,0,60.0,No,within a few hours,38.91482,-77.03618
Edgewood,Townhouse,4,1.5,2,185,120,100.0,No,within a few hours,38.9088,-77.01025
Union Station,Apartment,6,1.0,1,139,85,96.0,Yes,within an hour,38.89867,-76.99863
Capitol Hill,Apartment,4,1.0,1,125,35,100.0,No,within an hour,38.89104,-76.99963000000002
Capitol Hill,Condominium,4,1.0,1,33,200,,No,within an hour,38.87968,-76.98278
Brightwood Park,Condominium,2,2.0,1,300,0,,No,,38.95765,-77.027
Dupont Circle,Condominium,4,1.0,1,150,0,100.0,No,,38.91175,-77.04054000000002
Capitol Hill,Apartment,4,1.0,1,95,60,99.0,Yes,within an hour,38.88838,-76.99429
Brightwood Park,Apartment,5,1.0,1,62,20,97.0,Yes,within an hour,38.94997,-77.01671999999998
Dupont Circle,Apartment,4,1.0,2,150,50,96.0,Yes,within an hour,38.91718,-77.03527
Shaw,Apartment,2,1.0,1,120,30,100.0,Yes,within an hour,38.90749,-77.02417
Capitol Hill,House,5,2.0,3,160,0,100.0,No,within an hour,38.88392,-77.00161
Edgewood,House,4,2.5,3,199,150,100.0,No,within an hour,38.92371,-76.99965999999998
Brightwood Park,Apartment,4,1.0,1,98,70,98.0,Yes,within an hour,38.94345,-77.02438000000002
Kalorama Heights,Apartment,2,1.0,1,129,35,97.0,Yes,within an hour,38.91514,-77.0469
Union Station,Townhouse,1,1.5,1,79,50,100.0,Yes,within an hour,38.90387,-76.99828000000002
Brightwood Park,Apartment,1,2.0,1,39,0,100.0,No,within an hour,38.9379,-77.02378
Dupont Circle,Apartment,2,1.0,1,188,220,,No,within an hour,38.91148,-77.03697
Dupont Circle,Townhouse,7,2.0,5,429,175,99.0,Yes,within a few hours,38.91397,-77.03777
Columbia Heights,Townhouse,6,3.5,2,350,150,96.0,No,within an hour,38.92315,-77.02855
Capitol Hill,Townhouse,6,2.0,3,110,0,,No,within a day,38.88395,-76.97805
Capitol Hill,Apartment,2,1.0,1,95,0,100.0,No,,38.88141,-76.9998
Union Station,House,2,1.5,1,42,35,93.0,No,,38.90225,-76.99791
Dupont Circle,Condominium,2,1.0,1,90,0,100.0,Yes,within an hour,38.9064,-77.03481
Dupont Circle,Apartment,2,1.0,1,177,220,,No,within an hour,38.90924,-77.03822
Kalorama Heights,Apartment,2,1.0,0,60,30,,No,a few days or more,38.91406,-77.04745
Dupont Circle,Apartment,3,1.0,1,118,50,95.0,Yes,within an hour,38.91531,-77.04004
Edgewood,Condominium,2,1.0,1,60,0,80.0,No,,38.9202,-77.01292
Union Station,Condominium,2,1.0,1,149,0,,No,,38.8995,-76.98451999999997
Brightwood Park,Apartment,6,1.0,1,66,60,91.0,Yes,within an hour,38.93887,-77.02857
Columbia Heights,Townhouse,4,2.0,1,59,18,90.0,No,within an hour,38.92818,-77.03048000000003
Columbia Heights,Townhouse,1,2.0,1,35,9,93.0,No,within an hour,38.9264,-77.0302
Columbia Heights,Townhouse,1,2.0,1,35,9,90.0,No,within an hour,38.92695,-77.03057
Brightwood Park,Apartment,2,1.0,1,110,0,93.0,No,within an hour,38.95416,-77.02329
Shaw,House,5,1.5,3,229,125,99.0,Yes,within a few hours,38.91206,-77.01977
Kalorama Heights,Condominium,1,1.0,0,140,55,100.0,No,within a day,38.92436,-77.04451
Union Station,Apartment,4,1.0,1,129,100,97.0,Yes,within an hour,38.90329000000001,-77.00081999999998
Shaw,Condominium,4,2.0,2,150,60,97.0,Yes,within an hour,38.91219,-77.03375
Capitol Hill,Apartment,6,1.0,2,239,75,88.0,No,within an hour,38.88283,-76.99159
Kalorama Heights,Apartment,2,1.0,1,129,35,96.0,Yes,within an hour,38.91438,-77.04643
Union Station,House,2,1.0,1,132,300,,Yes,within an hour,38.89431,-76.99453000000003
Kalorama Heights,Apartment,2,1.0,1,129,35,95.0,Yes,within an hour,38.91547,-77.04741
Kalorama Heights,Apartment,2,1.0,1,129,35,98.0,Yes,within an hour,38.91466,-77.04677
Kalorama Heights,Apartment,2,1.0,1,129,35,95.0,Yes,within an hour,38.91533,-77.04708000000002
Dupont Circle,Apartment,2,1.0,1,194,220,,No,within an hour,38.90924,-77.03822
Kalorama Heights,Apartment,2,1.0,1,129,35,97.0,Yes,within an hour,38.91505,-77.04628000000002
Kalorama Heights,Apartment,2,1.0,1,73,0,100.0,No,within an hour,38.92427,-77.04252
Kalorama Heights,Apartment,4,2.0,2,179,70,100.0,Yes,within an hour,38.91464000000001,-77.04711
Kalorama Heights,Apartment,2,1.0,0,99,20,97.0,Yes,within an hour,38.91557,-77.04722
Brightwood Park,Apartment,8,2.0,2,154,89,93.0,Yes,within an hour,38.93825,-77.0198
Union Station,House,1,1.0,1,70,0,,No,,38.89206,-76.99835999999998
Capitol Hill,Apartment,4,1.0,0,129,79,93.0,No,within an hour,38.88247,-76.98617
Dupont Circle,Condominium,3,1.0,0,95,65,100.0,No,within an hour,38.91639,-77.03650999999998
Capitol Hill,Apartment,2,1.0,0,137,180,,No,within an hour,38.88716,-76.99974
Dupont Circle,Apartment,2,1.0,0,129,90,,No,within an hour,38.91355,-77.04425
Dupont Circle,Apartment,2,1.0,0,109,90,97.0,No,within an hour,38.9143,-77.04314000000002
Dupont Circle,Apartment,4,1.0,1,199,120,92.0,No,within an hour,38.9143,-77.04314000000002
Dupont Circle,Apartment,4,1.0,1,209,100,83.0,No,within an hour,38.91431,-77.04531999999998
Dupont Circle,Apartment,2,1.0,1,199,100,90.0,No,within an hour,38.91915,-77.0363
Union Station,Townhouse,8,1.5,3,215,90,98.0,Yes,within an hour,38.90347,-77.00076999999997
Capitol Hill,House,8,4.5,3,300,260,80.0,No,within an hour,38.89105,-76.99838000000003
Union Station,Townhouse,6,2.5,3,200,250,100.0,Yes,within an hour,38.89759,-76.98654
Edgewood,House,2,1.0,1,75,0,100.0,No,,38.91544,-77.00556
Capitol Hill,House,4,1.0,1,100,5,96.0,Yes,within an hour,38.88847,-76.98971
Brightwood Park,House,2,1.0,0,60,20,100.0,Yes,within an hour,38.9506,-77.01642
Brightwood Park,House,2,1.0,1,50,20,96.0,Yes,within an hour,38.95143,-77.01684
Brightwood Park,House,1,1.0,1,45,20,73.0,Yes,within an hour,38.94927,-77.01669
Brightwood Park,House,3,1.0,1,69,85,100.0,Yes,within an hour,38.95302,-77.01614000000002
Edgewood,House,9,3.5,4,249,225,95.0,Yes,within an hour,38.90709,-77.01099
Edgewood,Townhouse,6,2.5,2,225,125,,No,within an hour,38.91316,-77.01093
Dupont Circle,Condominium,6,2.0,2,349,75,95.0,Yes,within an hour,38.90614,-77.03528
Columbia Heights,Townhouse,14,2.0,4,350,200,99.0,Yes,within an hour,38.93229,-77.02594
Kalorama Heights,Apartment,2,1.0,1,59,0,95.0,No,within an hour,38.91361,-77.04714
Brightwood Park,Apartment,2,1.0,1,60,20,84.0,No,within an hour,38.95125,-77.01708
Union Station,Apartment,6,1.0,2,199,99,93.0,No,within an hour,38.90291,-77.00273
Capitol Hill,Apartment,4,1.0,1,74,75,100.0,No,,38.88968,-76.98496
Shaw,Apartment,4,1.0,1,129,100,98.0,Yes,within an hour,38.91231,-77.02383
Brightwood Park,Townhouse,5,3.5,4,200,150,,No,within a day,38.94241,-77.03451
Brightwood Park,Condominium,1,1.0,1,95,0,,No,,38.93952,-77.02651999999998
Brightwood Park,Condominium,1,1.0,1,90,0,,No,,38.94093,-77.02588
Union Station,Condominium,2,1.0,1,100,75,100.0,No,within an hour,38.89498,-76.99882
Dupont Circle,Apartment,6,2.0,2,167,125,96.0,Yes,within an hour,38.91157000000001,-77.03809
Columbia Heights,Apartment,1,1.0,1,40,20,90.0,No,within an hour,38.93064,-77.02343
Union Station,House,8,2.0,2,175,150,90.0,No,within a day,38.90088,-76.98911
Capitol Hill,Apartment,6,1.0,2,189,75,,Yes,within an hour,38.88374,-76.9911
Shaw,Condominium,2,1.0,1,125,49,99.0,Yes,within an hour,38.90648,-77.02883
Shaw,Apartment,2,1.0,0,100,55,99.0,Yes,within an hour,38.91088,-77.01836999999998
Edgewood,Apartment,2,1.0,0,80,0,,No,,38.91848,-77.00083000000002
Columbia Heights,Apartment,6,2.0,2,150,125,74.0,No,a few days or more,38.92866,-77.03149
Union Station,Apartment,4,1.0,1,111,60,98.0,Yes,within an hour,38.89803,-76.99335
Columbia Heights,Apartment,4,1.0,1,125,20,100.0,No,within a few hours,38.92061,-77.03390999999998
Kalorama Heights,Apartment,4,1.0,0,99,90,93.0,No,within an hour,38.92132,-77.03905999999998
Capitol Hill,House,1,1.0,1,65,0,,No,,38.8854,-76.99828000000002
Union Station,House,4,1.0,1,200,0,,No,,38.90285,-76.99499
Kalorama Heights,Apartment,3,1.0,1,100,25,100.0,No,,38.92541,-77.0381
Brightwood Park,Townhouse,7,3.5,4,210,70,95.0,No,within an hour,38.95445,-77.02078
Columbia Heights,Condominium,2,1.5,1,130,20,100.0,Yes,within a day,38.92754,-77.02219000000002
Columbia Heights,Apartment,6,1.0,3,173,70,99.0,Yes,within an hour,38.93308,-77.0407
Capitol Hill,Apartment,2,1.0,0,150,0,98.0,Yes,within an hour,38.89113,-77.00305999999998
Capitol Hill,Condominium,4,1.0,2,133,90,80.0,No,within an hour,38.88199,-76.99022
Kalorama Heights,Apartment,2,1.0,1,163,220,,No,within an hour,38.91952,-77.04611
Columbia Heights,Condominium,2,1.0,1,60,0,100.0,Yes,within an hour,38.93339,-77.03015
Edgewood,House,2,1.0,1,100,80,,Yes,within an hour,38.91197,-77.00628
Capitol Hill,Apartment,4,1.0,1,99,80,100.0,Yes,within an hour,38.88149,-77.00211999999998
Dupont Circle,Apartment,4,1.0,1,78,65,100.0,No,within an hour,38.91127,-77.04762
Union Station,Apartment,6,1.0,2,129,125,99.0,Yes,within an hour,38.89254,-76.99848
Columbia Heights,Condominium,6,2.0,2,150,110,98.0,Yes,within an hour,38.92535,-77.03546999999998
Capitol Hill,Apartment,4,1.0,0,84,60,96.0,Yes,within an hour,38.8813,-76.98098
Columbia Heights,Condominium,2,1.0,0,89,80,95.0,Yes,within an hour,38.925,-77.03357
Columbia Heights,Condominium,2,1.0,0,95,80,97.0,Yes,within an hour,38.92613,-77.03441
Columbia Heights,Condominium,4,1.0,1,160,50,95.0,No,within an hour,38.9265,-77.02322
Brightwood Park,Apartment,1,2.0,1,38,15,80.0,No,within an hour,38.93844,-77.02401
Kalorama Heights,Apartment,6,1.0,2,235,85,100.0,Yes,within an hour,38.9228,-77.0462
Dupont Circle,Apartment,2,1.0,1,139,120,,No,within an hour,38.90887,-77.04635999999998
Columbia Heights,Condominium,2,1.0,1,90,100,60.0,No,within a day,38.92318,-77.03348000000003
Capitol Hill,Condominium,2,1.0,1,33,200,,No,within an hour,38.88285,-76.98933000000002
Capitol Hill,Condominium,2,1.0,1,48,200,,No,within an hour,38.87959,-76.9825
Union Station,Apartment,2,1.0,1,44,5,94.0,No,within an hour,38.89419,-76.9945
Shaw,Apartment,2,1.0,1,125,65,97.0,Yes,within an hour,38.91052,-77.02351999999998
Capitol Hill,House,2,1.5,1,150,0,96.0,No,within an hour,38.88305,-77.00695999999998
Capitol Hill,Apartment,3,1.0,1,155,75,100.0,Yes,within an hour,38.89067,-76.99788000000002
Capitol Hill,House,4,1.0,1,125,80,100.0,Yes,within an hour,38.89182,-76.99899
Columbia Heights,Condominium,6,2.0,2,120,110,96.0,Yes,within an hour,38.92445,-77.03525
Union Station,House,2,1.0,1,75,25,97.0,Yes,within an hour,38.89649,-76.98499
Edgewood,Apartment,3,1.0,1,95,50,100.0,Yes,within an hour,38.91937,-77.01207
Edgewood,Apartment,3,1.0,1,90,0,,No,,38.92463,-76.99789
Edgewood,Apartment,2,1.0,0,50,25,92.0,No,within an hour,38.91771,-77.00399999999998
Capitol Hill,Apartment,6,1.0,2,95,50,98.0,No,within an hour,38.88301,-77.00354
Columbia Heights,Townhouse,2,1.5,1,150,0,,No,within a day,38.93281,-77.03156
Columbia Heights,Townhouse,1,1.5,1,150,0,,No,within a day,38.93114,-77.04185
Columbia Heights,Townhouse,2,1.5,1,120,0,100.0,No,within a day,38.93174000000001,-77.04185
Columbia Heights,Apartment,3,1.0,1,98,80,100.0,No,,38.93644000000001,-77.0234
Dupont Circle,Condominium,2,1.0,1,85,65,100.0,No,within a day,38.91627,-77.03855
