neighborhood,property_type,accommodates,bathrooms,bedrooms,price,cleaning_fee,rating,superhost,response_time,latitude,longitude
Edgewood,Townhouse,2,1.0,1,70,20,98.0,Yes,,38.9117,-77.00639
Capitol Hill,House,7,1.5,3,114,100,100.0,No,,38.88679000000001,-76.9788
Edgewood,House,4,1.5,2,125,100,100.0,No,within a day,38.9189,-77.00841
Edgewood,House,1,1.0,1,40,5,90.0,No,within an hour,38.91181,-77.00288
Edgewood,Condominium,4,2.0,2,150,50,100.0,Yes,within a day,38.91585,-77.00364
Dupont Circle,Apartment,2,1.0,0,95,50,100.0,No,within an hour,38.91481,-77.03809
Union Station,Apartment,2,1.0,1,140,0,,No,,38.89793,-77.00849000000002
Brightwood Park,House,2,1.0,1,75,25,98.0,Yes,within an hour,38.94651,-77.02288
Capitol Hill,Apartment,5,1.0,1,97,75,95.0,No,within an hour,38.87953,-76.98846999999998
Brightwood Park,House,4,1.0,1,90,35,97.0,Yes,within an hour,38.94651,-77.02288
Brightwood Park,Townhouse,2,1.0,1,48,250,,No,within an hour,38.95177,-77.01513
Union Station,Apartment,3,1.0,1,90,0,99.0,Yes,within an hour,38.90485,-76.99898
Kalorama Heights,Apartment,2,1.0,1,70,0,96.0,No,,38.92217,-77.03752
Shaw,Apartment,4,1.0,1,149,100,97.0,Yes,within an hour,38.91309,-77.01957
Union Station,Apartment,2,1.0,1,105,26,87.0,No,,38.90053,-77.00075
Edgewood,House,1,1.0,1,17,5,90.0,No,within an hour,38.91276,-77.00148
Brightwood Park,Apartment,2,1.0,1,100,40,97.0,No,within an hour,38.93815,-77.02348
Columbia Heights,Condominium,2,1.0,1,79,35,96.0,No,,38.93366,-77.03473000000002
Dupont Circle,Condominium,2,1.0,1,100,0,,No,,38.90859,-77.04826
Edgewood,Apartment,4,1.0,1,125,100,97.0,Yes,within an hour,38.91455,-77.01281
Capitol Hill,Apartment,4,1.0,1,95,50,100.0,Yes,,38.88477,-76.99978
Union Station,Condominium,2,1.0,1,200,75,100.0,No,within a few hours,38.89888,-77.00112
Edgewood,Apartment,4,1.0,1,120,80,98.0,Yes,within an hour,38.91451,-77.01074
Columbia Heights,House,2,1.0,1,75,45,91.0,No,within an hour,38.92482,-77.02338
Capitol Hill,Apartment,3,1.0,1,128,49,99.0,Yes,within an hour,38.88409,-76.98756999999998
Union Station,Apartment,6,1.0,2,120,60,100.0,Yes,within an hour,38.89589,-76.99839
Union Station,House,2,1.5,1,85,25,98.0,Yes,within an hour,38.90319,-76.99422
Edgewood,House,6,2.5,2,375,120,100.0,No,,38.91162,-77.01494
Kalorama Heights,Apartment,1,1.0,1,68,9,,No,,38.91891,-77.04534
Kalorama Heights,Apartment,3,1.0,1,83,9,40.0,No,,38.9203,-77.04541
Union Station,Apartment,4,1.0,1,98,0,67.0,No,within a day,38.89556,-76.99159
Shaw,Apartment,2,1.0,1,80,20,97.0,Yes,within an hour,38.90747,-77.02422
Union Station,Townhouse,6,1.5,2,170,110,97.0,Yes,within an hour,38.89218,-77.00065
Columbia Heights,House,2,1.0,1,75,40,92.0,No,within an hour,38.92482,-77.02338
Capitol Hill,House,6,1.5,3,220,100,,No,,38.88245,-76.99794
Edgewood,Townhouse,1,1.5,1,68,35,98.0,Yes,within an hour,38.91236,-77.01153000000002
Columbia Heights,House,2,1.0,2,75,45,90.0,No,within an hour,38.92554000000001,-77.02332
Columbia Heights,House,2,1.0,1,70,35,90.0,No,within an hour,38.92482,-77.02338
Capitol Hill,Condominium,2,1.0,1,100,0,100.0,Yes,within a day,38.88782,-76.98361
Shaw,Apartment,5,1.0,2,175,89,92.0,Yes,within an hour,38.91101,-77.02695
Union Station,House,8,2.5,2,95,110,88.0,No,within an hour,38.89766,-76.99731
Capitol Hill,Condominium,3,1.0,1,125,0,100.0,No,,38.87781,-76.98729
Capitol Hill,House,8,2.5,3,220,125,94.0,No,within an hour,38.88764000000001,-76.99374
Brightwood Park,Apartment,4,1.0,1,75,30,96.0,Yes,within an hour,38.95437,-77.0127
Union Station,Apartment,4,1.0,1,135,55,98.0,Yes,within an hour,38.89732,-76.99696
Kalorama Heights,Condominium,4,1.5,1,200,0,,No,,38.92011,-77.03973
Dupont Circle,Apartment,2,1.0,0,49,60,95.0,No,within an hour,38.91047,-77.03975
Dupont Circle,Apartment,3,1.0,1,180,40,,No,,38.9168,-77.03699
Edgewood,Apartment,6,1.0,3,175,0,94.0,No,within an hour,38.91993,-77.00126
Dupont Circle,Condominium,3,1.0,1,139,60,94.0,No,within an hour,38.91347,-77.0427
Edgewood,Apartment,2,1.0,1,75,76,95.0,Yes,within an hour,38.9181,-77.00166999999998
Dupont Circle,House,5,2.5,2,285,40,99.0,Yes,within a few hours,38.91434,-77.03566
Columbia Heights,House,2,1.0,1,44,20,100.0,No,,38.92326,-77.02814000000002
Columbia Heights,Apartment,2,1.0,0,99,75,100.0,Yes,within an hour,38.91989,-77.03344
Kalorama Heights,Condominium,4,2.0,2,195,75,90.0,Yes,,38.92414,-77.04413000000002
Capitol Hill,House,2,1.5,2,125,45,100.0,Yes,within an hour,38.88535,-77.00474
Capitol Hill,Apartment,4,1.5,2,120,100,99.0,Yes,within a few hours,38.88204,-76.99915
Brightwood Park,House,2,3.5,1,70,100,100.0,Yes,within a day,38.94752,-77.017
Columbia Heights,Apartment,2,1.0,1,80,50,97.0,Yes,within an hour,38.93145,-77.02255
Union Station,Condominium,2,1.0,1,75,0,100.0,No,within an hour,38.89653,-76.98245
Dupont Circle,Apartment,2,1.0,1,152,0,,No,,38.90867,-77.03817
Capitol Hill,Apartment,2,1.0,1,95,100,98.0,Yes,within a day,38.88809000000001,-76.98309
Columbia Heights,Apartment,3,1.0,0,85,54,99.0,Yes,within an hour,38.9265,-77.02481999999998
Columbia Heights,House,2,2.0,1,70,25,100.0,No,,38.92685,-77.02571
Edgewood,Apartment,4,1.0,2,125,60,97.0,Yes,within an hour,38.91603,-77.01047
Union Station,Apartment,4,1.0,1,125,60,99.0,Yes,within an hour,38.89544,-76.99029
Kalorama Heights,Apartment,6,2.0,2,159,125,99.0,Yes,within an hour,38.92399,-77.04403
Union Station,Apartment,4,1.0,2,119,75,87.0,No,within a day,38.89568,-76.98942
Columbia Heights,Apartment,4,1.0,1,109,50,100.0,No,within a few hours,38.92724000000001,-77.03432
Union Station,Townhouse,4,1.0,1,130,85,99.0,Yes,within an hour,38.89771,-77.00014
Columbia Heights,Townhouse,14,2.5,3,210,160,98.0,Yes,within an hour,38.93478,-77.02148000000003
Columbia Heights,Apartment,7,1.0,2,129,100,94.0,Yes,within an hour,38.93285,-77.02156
Capitol Hill,Townhouse,4,1.0,2,139,89,99.0,No,within an hour,38.88935,-76.9888
Brightwood Park,Apartment,3,1.0,1,75,75,80.0,No,within a few hours,38.95048,-77.01789000000002
Columbia Heights,Apartment,4,1.0,0,105,30,99.0,Yes,within an hour,38.93566,-77.02043
Kalorama Heights,Apartment,4,1.0,2,150,50,100.0,Yes,within a few hours,38.92185,-77.04664
Union Station,House,2,1.0,1,120,70,93.0,No,within an hour,38.89805,-77.00182
Edgewood,Apartment,3,1.0,1,105,85,93.0,No,within an hour,38.91069,-77.01576
Kalorama Heights,Apartment,4,1.0,1,150,40,100.0,Yes,within an hour,38.92365,-77.03743
Capitol Hill,Apartment,2,1.0,0,100,75,100.0,Yes,within an hour,38.87825,-76.98385
Union Station,House,6,3.0,3,192,160,,No,within a day,38.89319,-77.0018
Columbia Heights,Apartment,3,1.0,0,86,70,93.0,No,within an hour,38.92824,-77.04166
Dupont Circle,Apartment,2,1.5,1,67,70,,No,within an hour,38.91611,-77.03882
Union Station,Apartment,6,1.0,1,80,85,95.0,Yes,within an hour,38.89246,-76.99901
Edgewood,House,5,2.5,3,160,150,94.0,No,,38.912,-77.01053
Dupont Circle,Apartment,4,1.0,1,165,51,99.0,Yes,within an hour,38.91359,-77.04313
Capitol Hill,House,12,3.0,5,400,200,95.0,No,within an hour,38.88823,-76.98621
Edgewood,Condominium,8,2.0,3,165,135,96.0,Yes,within an hour,38.91012,-77.01562
Edgewood,Condominium,8,2.0,3,165,135,98.0,Yes,within an hour,38.91039,-77.01462
Brightwood Park,Condominium,1,2.0,2,60,30,100.0,No,,38.93735,-77.03138
Dupont Circle,Apartment,3,1.0,1,95,75,100.0,No,,38.90988,-77.03551
Union Station,House,2,1.0,1,99,0,96.0,Yes,within an hour,38.89544,-77.00296999999998
Edgewood,Townhouse,16,4.0,6,400,200,97.0,Yes,within an hour,38.91057,-77.01404000000002
Shaw,Apartment,6,1.0,2,135,80,94.0,No,within an hour,38.90779000000001,-77.01637
Columbia Heights,Apartment,2,1.0,0,83,150,100.0,No,within a few hours,38.93483,-77.04517
Columbia Heights,Apartment,2,1.0,0,74,0,,No,,38.93686,-77.03397
Shaw,House,2,1.0,1,100,40,97.0,No,within an hour,38.90723,-77.01943
Columbia Heights,Townhouse,6,1.5,3,200,0,100.0,No,,38.92965,-77.02278000000003
Brightwood Park,Townhouse,2,1.0,1,67,30,40.0,No,within an hour,38.94328,-77.01509
Union Station,Apartment,4,2.0,1,34,0,100.0,No,within an hour,38.90522,-77.00429
Union Station,Apartment,4,2.0,1,34,0,100.0,No,within an hour,38.90556,-77.00548
Union Station,Apartment,4,2.0,1,34,0,100.0,No,within an hour,38.90656,-77.00605
Union Station,Apartment,4,2.0,1,34,0,,No,within an hour,38.90602,-77.00483
Dupont Circle,Townhouse,2,1.5,1,83,70,100.0,Yes,within an hour,38.91808,-77.03967
Union Station,Apartment,4,2.0,1,34,0,,No,within an hour,38.90731,-77.00572
Union Station,Apartment,4,2.0,1,34,0,90.0,No,within an hour,38.90501,-77.00558000000002
Union Station,Apartment,4,2.0,1,34,0,90.0,No,within an hour,38.90581,-77.00491
Union Station,Apartment,4,2.0,1,34,0,100.0,No,within an hour,38.90651,-77.00452
Edgewood,Townhouse,6,1.0,2,175,100,91.0,No,within an hour,38.91022,-77.01439
Capitol Hill,House,4,1.0,1,125,50,98.0,Yes,within an hour,38.88406,-77.00329
Dupont Circle,Townhouse,2,1.5,1,83,70,,Yes,within an hour,38.91617,-77.03918
Kalorama Heights,Apartment,3,1.0,1,120,70,100.0,Yes,within an hour,38.91829,-77.0394
Dupont Circle,Townhouse,2,1.5,1,83,70,97.0,Yes,within an hour,38.91771,-77.04034
Shaw,House,2,1.0,1,100,40,100.0,No,within an hour,38.90718,-77.01835
Shaw,Apartment,2,1.0,1,205,220,,No,within an hour,38.91029,-77.02892
Dupont Circle,Apartment,2,1.0,1,175,220,,No,within an hour,38.90924,-77.03822
Edgewood,House,5,2.5,3,199,175,96.0,No,within an hour,38.92446,-77.00832
Columbia Heights,Apartment,5,1.0,2,99,99,99.0,No,,38.9258,-77.02906999999998
Brightwood Park,Apartment,4,1.0,2,71,89,98.0,Yes,within an hour,38.94394000000001,-77.02356999999998
Brightwood Park,Townhouse,2,1.0,1,25,50,100.0,No,within an hour,38.94375,-77.01541
Edgewood,Apartment,4,1.0,1,125,85,98.0,Yes,within an hour,38.92171,-77.01013
Dupont Circle,Townhouse,1,2.5,1,95,70,100.0,No,within an hour,38.91171,-77.04559
Union Station,Apartment,4,1.0,1,70,65,98.0,Yes,within an hour,38.89209,-76.98877
Capitol Hill,Apartment,2,1.0,1,92,80,100.0,No,,38.88609,-76.98768000000003
Edgewood,Townhouse,10,2.5,3,170,150,98.0,Yes,within an hour,38.90831,-77.01134
Shaw,Apartment,5,1.0,2,100,50,92.0,No,within a day,38.91027,-77.02762
Shaw,House,6,2.5,3,285,200,100.0,No,within an hour,38.91369,-77.02673
Edgewood,Townhouse,1,1.0,1,90,0,,No,within an hour,38.91764000000001,-77.00574
Dupont Circle,Apartment,4,1.0,1,65,65,91.0,No,within an hour,38.91372,-77.04297
Union Station,Apartment,3,1.0,1,141,80,96.0,No,within an hour,38.89715,-77.0016
Brightwood Park,Townhouse,4,1.0,3,115,100,99.0,Yes,within an hour,38.93996,-77.02866999999998
Union Station,House,3,1.0,2,150,90,98.0,Yes,within an hour,38.89856,-76.98708
Brightwood Park,House,2,1.0,1,85,30,94.0,No,within a day,38.95113,-77.03105
Brightwood Park,House,2,1.0,1,90,30,95.0,No,within a day,38.95284,-77.0316
Brightwood Park,House,2,1.0,1,85,30,91.0,No,within a day,38.95231,-77.03089
Edgewood,Condominium,2,1.0,1,80,40,100.0,Yes,within a day,38.91774,-77.00399
Capitol Hill,Townhouse,8,2.0,3,395,175,98.0,Yes,within an hour,38.88302,-76.98633000000002
Kalorama Heights,Apartment,4,1.0,1,130,50,99.0,Yes,within a few hours,38.92679,-77.04194
Dupont Circle,Condominium,2,1.0,1,110,45,99.0,Yes,,38.91661,-77.04016999999997
Dupont Circle,Apartment,6,1.0,2,215,85,100.0,Yes,within an hour,38.91,-77.03458
Brightwood Park,Townhouse,6,2.5,3,140,60,92.0,No,within an hour,38.95541,-77.01949
Brightwood Park,Townhouse,8,1.0,3,102,95,96.0,Yes,within an hour,38.95854,-77.02332
Columbia Heights,Townhouse,2,2.5,1,58,0,98.0,Yes,,38.92875,-77.03962
Brightwood Park,Apartment,4,1.0,1,140,25,98.0,Yes,within an hour,38.9575,-77.02942
Shaw,Condominium,8,2.5,2,100,85,99.0,Yes,within an hour,38.9116,-77.01901
Edgewood,Townhouse,13,3.5,5,489,172,97.0,Yes,within an hour,38.91264,-77.01431
Dupont Circle,Apartment,2,1.0,0,158,62,89.0,No,a few days or more,38.91455,-77.03919
Edgewood,Apartment,4,1.0,1,115,50,98.0,Yes,within an hour,38.91354000000001,-77.00999
Edgewood,Townhouse,6,2.0,3,175,150,100.0,No,,38.91831,-77.00285
Union Station,Apartment,4,1.0,1,118,60,97.0,Yes,within an hour,38.89929,-76.98487
Edgewood,Apartment,4,1.0,1,150,80,100.0,Yes,within an hour,38.91562,-77.00784
Columbia Heights,House,14,4.5,7,296,250,93.0,No,within a few hours,38.9256,-77.03024
Capitol Hill,House,2,1.0,0,35,30,96.0,Yes,within a few hours,38.87887,-76.98336
Shaw,Apartment,5,2.5,2,300,55,100.0,No,within an hour,38.90616,-77.01716
Capitol Hill,Apartment,6,1.0,2,200,130,94.0,No,within an hour,38.8832,-76.99423
Shaw,Apartment,2,1.0,1,183,220,,No,within an hour,38.91029,-77.02892
Kalorama Heights,Apartment,1,1.0,1,56,0,,No,,38.92355,-77.04491999999998
Edgewood,Apartment,6,1.0,2,139,100,96.0,Yes,within an hour,38.91216,-77.01468
Columbia Heights,Townhouse,2,1.0,2,60,50,95.0,Yes,within a few hours,38.93528,-77.02139
Union Station,Condominium,4,2.0,2,145,70,95.0,No,,38.89974,-76.99556
Columbia Heights,Apartment,2,2.5,1,53,20,95.0,No,within an hour,38.92875,-77.02338
Brightwood Park,Apartment,3,1.0,1,95,75,82.0,No,within a few hours,38.94908,-77.01751999999998
Dupont Circle,Apartment,4,1.0,1,129,115,89.0,No,within an hour,38.91005,-77.03779
Columbia Heights,Apartment,2,1.0,1,90,90,98.0,Yes,within an hour,38.92053,-77.03119000000002
Brightwood Park,Apartment,4,1.0,1,70,0,100.0,Yes,,38.95184,-77.02511
Kalorama Heights,Apartment,2,1.0,0,106,100,100.0,No,within a few hours,38.92205,-77.04397
Capitol Hill,Apartment,4,2.0,2,128,150,93.0,No,,38.88753,-76.98764
Capitol Hill,Townhouse,4,1.0,1,75,0,99.0,Yes,within an hour,38.88432,-76.97899
Union Station,Townhouse,2,1.0,1,60,50,97.0,Yes,within an hour,38.90119,-76.99166
Kalorama Heights,Apartment,2,1.0,0,100,40,99.0,Yes,within an hour,38.91685,-77.04177
Columbia Heights,Apartment,5,1.0,2,110,75,98.0,Yes,within an hour,38.93069000000001,-77.02306999999998
Edgewood,Townhouse,3,1.0,1,75,30,99.0,Yes,within an hour,38.92007,-77.00264
Capitol Hill,Condominium,2,1.5,1,139,30,98.0,Yes,within an hour,38.88097,-76.98506
Dupont Circle,House,2,1.0,1,129,0,97.0,Yes,within a few hours,38.91455,-77.03567
Union Station,Apartment,4,2.0,1,39,0,,No,within an hour,38.90554,-77.00843
Brightwood Park,Townhouse,1,1.0,1,50,0,,No,within a day,38.95634,-77.01616999999997
Kalorama Heights,Apartment,4,1.0,1,123,0,95.0,Yes,within an hour,38.92225,-77.0464
Columbia Heights,Apartment,3,1.0,1,100,0,95.0,No,,38.93145,-77.02329
Dupont Circle,Apartment,2,1.0,1,130,45,98.0,Yes,within an hour,38.91278,-77.03841
Brightwood Park,Townhouse,6,2.5,3,179,89,98.0,Yes,within an hour,38.94035,-77.01491
Union Station,Apartment,4,1.0,1,130,60,100.0,Yes,within a few hours,38.89922,-76.99116
Capitol Hill,Apartment,4,1.0,2,149,85,99.0,Yes,within a day,38.87832,-76.98454
Dupont Circle,Apartment,2,1.5,1,100,30,94.0,No,,38.90796,-77.03798
Edgewood,Apartment,2,1.0,1,60,25,92.0,No,within an hour,38.90722,-77.01021
Brightwood Park,Apartment,5,2.0,2,199,175,95.0,Yes,within an hour,38.94275,-77.02553
Union Station,House,7,2.0,2,149,59,99.0,Yes,within an hour,38.9008,-76.99432
Shaw,Apartment,4,1.0,1,185,100,99.0,Yes,within an hour,38.91068,-77.02769
Capitol Hill,Apartment,6,1.0,2,135,120,97.0,Yes,within an hour,38.88814,-76.99334
Capitol Hill,Apartment,6,1.0,2,111,120,97.0,Yes,within an hour,38.88656,-76.99198
Columbia Heights,House,7,2.5,4,299,125,100.0,No,,38.93566,-77.01969
Columbia Heights,Townhouse,1,1.0,1,55,20,96.0,No,within an hour,38.92559,-77.02834
Brightwood Park,Townhouse,4,1.5,2,150,35,96.0,No,,38.93816,-77.02713
Union Station,Apartment,4,2.0,1,35,0,84.0,No,within an hour,38.90697,-77.00664
Union Station,Apartment,4,2.0,1,35,0,,No,within an hour,38.90754,-77.00641
Kalorama Heights,Apartment,6,1.0,1,175,150,89.0,No,within an hour,38.91213,-77.04842
Dupont Circle,Apartment,2,1.0,1,115,85,98.0,Yes,within an hour,38.91193,-77.03801999999997
Dupont Circle,Apartment,2,1.0,1,115,85,98.0,Yes,within an hour,38.91147,-77.03984
Dupont Circle,Apartment,4,2.0,2,178,105,98.0,Yes,within an hour,38.91032,-77.03990999999998
Union Station,Apartment,4,2.0,1,36,0,95.0,No,within an hour,38.90551,-77.00757
Union Station,Apartment,4,2.0,1,35,0,100.0,No,within an hour,38.90565,-77.00704
Union Station,Apartment,1,2.0,1,36,0,100.0,No,within an hour,38.90636,-77.00735
Shaw,Apartment,4,2.0,1,36,0,92.0,No,within an hour,38.91039,-77.01803000000002
Shaw,Apartment,4,2.0,1,36,0,100.0,No,within an hour,38.91223,-77.01980999999998
Shaw,Apartment,4,2.0,1,36,0,100.0,No,within an hour,38.91061,-77.01923000000002
Shaw,Apartment,4,2.0,1,36,0,89.0,No,within an hour,38.91191,-77.02087
Brightwood Park,Townhouse,5,2.0,3,130,140,94.0,No,within an hour,38.95262,-77.01589
Columbia Heights,Condominium,3,1.0,1,70,40,97.0,Yes,,38.92465,-77.02967
Kalorama Heights,Townhouse,2,1.5,1,81,50,91.0,No,within an hour,38.92027,-77.04555
Shaw,Townhouse,9,1.0,2,359,125,99.0,Yes,within an hour,38.91327,-77.03099
Dupont Circle,Apartment,2,1.0,1,100,75,100.0,No,within an hour,38.91767,-77.03804000000002
Columbia Heights,Condominium,2,1.0,1,150,85,100.0,Yes,within an hour,38.92783,-77.02555
Dupont Circle,Apartment,2,1.0,1,100,75,100.0,No,within an hour,38.91888,-77.03724
Dupont Circle,Apartment,2,1.0,1,100,75,90.0,No,within an hour,38.91836,-77.0385
Dupont Circle,Apartment,2,1.0,1,100,75,80.0,No,within an hour,38.91766,-77.03735999999998
Edgewood,Condominium,3,1.0,1,100,50,94.0,No,within an hour,38.91021,-77.00661
Union Station,Apartment,2,1.0,1,100,75,73.0,No,within an hour,38.89332,-76.99916
Union Station,Condominium,2,1.0,1,100,75,100.0,No,within an hour,38.89363,-76.99756
Union Station,Condominium,2,1.0,1,100,75,100.0,No,within an hour,38.89496,-76.99766
Union Station,Condominium,2,1.0,1,100,75,80.0,No,within an hour,38.89355,-76.9994
Brightwood Park,Townhouse,1,1.0,1,35,20,84.0,No,within an hour,38.94287,-77.01394
Columbia Heights,Apartment,5,1.0,2,125,150,100.0,No,within an hour,38.92735,-77.02933
Brightwood Park,House,2,1.0,1,45,0,,No,,38.94334,-77.02148000000003
Edgewood,Townhouse,1,1.0,1,38,39,92.0,No,within an hour,38.91377,-77.0124
Union Station,House,1,1.0,1,45,0,100.0,Yes,within an hour,38.8975,-76.99851
Union Station,Condominium,4,2.0,2,128,120,100.0,No,within an hour,38.894,-76.99906999999997
Dupont Circle,Apartment,4,1.0,1,150,95,99.0,Yes,within an hour,38.90998,-77.03966
Union Station,Townhouse,4,1.5,1,115,60,96.0,Yes,,38.89359,-76.97951
Shaw,Apartment,1,1.0,1,55,0,40.0,No,,38.90613,-77.03052
Shaw,Apartment,4,2.0,2,150,0,,No,,38.91134,-77.03428000000002
Shaw,Townhouse,3,1.0,1,100,0,96.0,Yes,within an hour,38.90647,-77.01961999999997
Shaw,Townhouse,3,1.0,2,100,0,96.0,Yes,within an hour,38.90614,-77.01754
Shaw,Townhouse,1,1.0,1,100,0,97.0,Yes,within an hour,38.90597,-77.01829000000002
Union Station,Apartment,2,1.0,1,176,220,100.0,No,within an hour,38.90045,-77.00094
Union Station,Apartment,2,1.0,1,180,220,,No,within an hour,38.90045,-77.00094
Columbia Heights,Apartment,4,1.0,0,99,40,85.0,No,within an hour,38.93482,-77.03542
Columbia Heights,Apartment,6,1.0,2,160,90,99.0,Yes,within an hour,38.93547,-77.03064
Brightwood Park,Apartment,6,1.0,2,149,125,96.0,Yes,within an hour,38.94474,-77.03638000000002
Shaw,Townhouse,4,2.5,2,202,60,86.0,No,within an hour,38.90814,-77.02485
Union Station,Condominium,4,1.0,1,150,100,98.0,Yes,within an hour,38.89971,-76.98706
Columbia Heights,Townhouse,10,2.5,3,275,200,88.0,No,within an hour,38.93244,-77.03957
Edgewood,Apartment,4,1.0,1,130,75,100.0,No,,38.91675,-77.0074
Dupont Circle,Apartment,3,1.0,1,248,45,90.0,No,,38.91679,-77.03936999999998
Edgewood,Townhouse,15,4.0,6,349,349,85.0,No,within an hour,38.91304,-77.00788
Union Station,House,4,1.0,1,150,15,91.0,No,within an hour,38.89339,-76.98913
Shaw,Condominium,6,2.0,2,155,115,91.0,No,within an hour,38.90977,-77.01746
Union Station,Condominium,4,2.0,2,250,100,100.0,Yes,within a few hours,38.90249,-76.98999
Edgewood,Apartment,4,1.0,2,152,120,95.0,No,within an hour,38.91165,-77.0105
Dupont Circle,Apartment,4,1.5,2,162,100,95.0,Yes,within an hour,38.91206,-77.04166
Capitol Hill,Townhouse,8,2.5,3,450,175,100.0,Yes,within an hour,38.88475,-77.00346
Columbia Heights,Apartment,2,1.0,1,100,0,,No,,38.93475,-77.03656
Columbia Heights,Apartment,4,1.0,1,149,80,99.0,Yes,within an hour,38.93258,-77.0352
Brightwood Park,Apartment,3,1.0,0,90,40,98.0,Yes,within an hour,38.93921,-77.02286
Dupont Circle,Apartment,2,1.0,1,162,219,20.0,No,within an hour,38.90644,-77.03565
Dupont Circle,Apartment,2,1.0,0,137,180,,No,within an hour,38.90644,-77.03565
Columbia Heights,Townhouse,3,1.5,1,299,125,,Yes,within an hour,38.9303,-77.03851
Edgewood,Townhouse,6,2.5,2,125,200,,No,within a few hours,38.91674,-77.00536
Columbia Heights,House,4,1.0,1,90,50,99.0,Yes,within an hour,38.93287,-77.03375
Capitol Hill,Townhouse,7,1.5,2,225,125,97.0,Yes,,38.88107,-76.99361
Union Station,Townhouse,7,3.0,3,300,220,98.0,Yes,within an hour,38.89679,-77.00267
Union Station,Townhouse,7,3.0,3,300,220,99.0,Yes,within an hour,38.8969,-77.00325
Columbia Heights,Townhouse,1,1.0,1,50,20,94.0,No,within an hour,38.92452,-77.02984000000002
Union Station,House,4,2.0,1,75,75,80.0,No,within a day,38.89973,-76.98999
Shaw,Apartment,4,1.0,0,135,80,98.0,Yes,within an hour,38.91154,-77.01861
Kalorama Heights,Apartment,4,1.0,0,135,80,97.0,Yes,within an hour,38.92394,-77.04245999999998
Columbia Heights,Apartment,2,1.0,1,99,20,100.0,No,,38.92168,-77.03409
Union Station,Apartment,2,1.0,1,100,45,96.0,Yes,within an hour,38.89756,-76.98486
Dupont Circle,Condominium,3,1.0,0,122,25,86.0,No,within an hour,38.91496,-77.03488
Capitol Hill,Condominium,2,1.0,1,85,40,100.0,Yes,,38.87918,-76.98255
Dupont Circle,Townhouse,6,2.5,2,400,125,99.0,No,,38.913,-77.04297
Capitol Hill,Townhouse,4,1.0,1,150,75,99.0,Yes,within an hour,38.88404,-77.00774
Dupont Circle,Apartment,2,1.0,0,97,0,97.0,Yes,within a few hours,38.91198,-77.04519
Dupont Circle,Apartment,2,1.0,0,105,75,96.0,Yes,within an hour,38.91238,-77.04111
Dupont Circle,Apartment,2,1.0,0,105,75,98.0,Yes,within an hour,38.91342,-77.04195
Dupont Circle,Apartment,1,1.0,1,60,20,100.0,No,within an hour,38.90246,-77.0484
Kalorama Heights,Apartment,1,1.0,0,150,55,,No,within a day,38.91402,-77.04666
Shaw,Apartment,7,2.0,3,399,115,100.0,No,within an hour,38.90687,-77.03050999999998
Union Station,Townhouse,5,1.5,3,250,150,100.0,No,within an hour,38.89615,-76.98617
Brightwood Park,Apartment,1,2.0,1,39,0,100.0,No,within an hour,38.93852,-77.02319
Columbia Heights,Apartment,6,2.5,2,347,250,100.0,Yes,within an hour,38.92483,-77.03628
Union Station,House,2,2.0,1,65,75,95.0,No,within a day,38.89973,-76.98999
Edgewood,Apartment,3,1.0,0,90,30,95.0,No,within an hour,38.90708,-77.01123
Brightwood Park,Townhouse,4,1.5,2,100,150,98.0,Yes,within an hour,38.95101,-77.02362
Columbia Heights,Apartment,8,2.0,2,200,89,98.0,Yes,within an hour,38.93357,-77.02549
Union Station,Apartment,2,1.0,2,120,70,96.0,Yes,within a day,38.89555,-76.99189
Brightwood Park,Apartment,1,2.0,1,39,0,100.0,No,within an hour,38.93793,-77.02334
Brightwood Park,Apartment,1,2.0,1,39,20,100.0,No,within an hour,38.93779,-77.02355
Edgewood,House,1,3.0,1,35,20,80.0,No,within an hour,38.92,-77.01476
Edgewood,House,6,2.5,3,252,150,93.0,No,within an hour,38.91321,-77.01089
Columbia Heights,Apartment,2,1.0,1,100,10,100.0,Yes,,38.92319000000001,-77.03524
Edgewood,Townhouse,1,1.0,1,42,26,97.0,Yes,within an hour,38.91958,-76.99963000000002
Edgewood,Townhouse,2,1.0,1,60,26,94.0,Yes,within an hour,38.91855,-76.99991999999997
Edgewood,Townhouse,3,1.0,1,71,26,96.0,Yes,within an hour,38.91811,-77.00104
Edgewood,Townhouse,2,1.0,1,55,26,96.0,Yes,within an hour,38.91856,-77.00169
Edgewood,Townhouse,2,1.0,1,55,26,96.0,Yes,within an hour,38.91783,-77.00027
Edgewood,Townhouse,11,3.0,5,290,150,100.0,Yes,within an hour,38.9194,-76.99991
Capitol Hill,Apartment,4,1.0,1,129,45,98.0,Yes,within an hour,38.8874,-76.99173
Columbia Heights,Apartment,2,1.0,0,99,45,100.0,No,within an hour,38.9273,-77.02317
Capitol Hill,Apartment,4,1.0,1,120,40,99.0,Yes,within an hour,38.89144,-76.99963000000002
Edgewood,Condominium,2,1.5,1,80,90,87.0,No,within a few hours,38.90936,-77.01035
Shaw,Apartment,3,1.0,1,150,85,100.0,Yes,within an hour,38.91204000000001,-77.03101
Capitol Hill,Apartment,3,1.0,1,180,65,100.0,Yes,within an hour,38.88789000000001,-77.00114
Dupont Circle,Apartment,2,1.0,1,99,50,98.0,No,within a day,38.90976,-77.03725
